# File: NCAR_SSP_pop_state.csv
# Title: State-level Population Projections for US States under SSP scenarios
# Units: persons
# Source: DATASET: Jiang et al. (2020). Population scenarios for U.S. states consistent with Shared Socioeconomic Pathways (v0.1.0) [Data set]. Zenodo. https://doi.org/10.5281/zenodo.3956412; PUBLICATION: Jiang et al. 2020. Population scenarios for U.S. states consistent with Shared Socioeconomic Pathways. Environmental Research Letters. https://doi.org/10.1088/1748-9326/aba5b1
# Column types: ciiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii
# ----------
State,SSP,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,State_FIPS
Washington,3,6729570,6816749,6901884,6985295,7066407,7146327,7223708,7296746,7366382,7432419,7494774,7553188,7608734,7661250,7710789,7757245,7800646,7841732,7880525,7917020,7951082,7982658,8011742,8038474,8062765,8084718,8104144,8121475,8136505,8149314,8160015,8168670,8175192,8179694,8181941,8182386,8181160,8178722,8173785,8167567,8160532,8152292,8143274,8133114,8121668,8109304,8096025,8081445,8065986,8049388,8032028,8013159,7993310,7972446,7950410,7927154,7902785,7877829,7851573,7823954,7794416,7762762,7729802,7696545,7662394,7627391,7590377,7552351,7512851,7471509,7429319,7384603,7339330,7293121,7245829,7197966,7149007,7099461,7049525,6998667,6946756,6893453,6839736,6785793,6731603,6677500,6623136,6568018,6511676,6454007,6394949,53000
Washington,5,6729570,6817842,6904908,6992192,7078916,7166088,7252326,7339127,7429608,7523627,7621172,7721946,7824981,7929980,8037119,8146262,8257517,8370321,8484706,8600665,8717927,8836380,8955991,9076945,9199094,9322631,9447005,9571402,9695285,9818898,9942562,10066466,10190126,10313718,10436629,10560332,10685002,10810129,10931725,11053431,11176276,11299255,11423128,11546919,11670168,11793700,11917356,12041143,12165929,12291073,12417747,12543991,12671693,12800771,12930916,13062186,13194732,13330155,13466804,13604295,13741475,13877221,14013663,14152983,14293835,14435967,14576312,14717115,14856853,14994691,15132564,15266276,15400519,15534380,15667292,15800564,15932278,16063610,16194886,16324863,16453151,16579176,16704938,16831574,16958791,17087101,17216102,17346484,17477092,17607733,17738130,53000
West Virginia,2,1856090,1856157,1855888,1855674,1855366,1855139,1854828,1854302,1853982,1853767,1853691,1853714,1853782,1853989,1854283,1854563,1854919,1855211,1855577,1855809,1856046,1856230,1856441,1856680,1856838,1857016,1857018,1856999,1857019,1856982,1856934,1857043,1857196,1857398,1857628,1858120,1858753,1859618,1859981,1860505,1861252,1862203,1863386,1864528,1865861,1867502,1869026,1870815,1872714,1874436,1876716,1878920,1881469,1884008,1886716,1889502,1892339,1895442,1898708,1902015,1905332,1908462,1911543,1914944,1918605,1922473,1926000,1929704,1933375,1936861,1940459,1943585,1946768,1950095,1953306,1956633,1959791,1962771,1965734,1968625,1971261,1973483,1975669,1978042,1980679,1983442,1986185,1988980,1991628,1994039,1996261,54000
West Virginia,3,1856090,1855962,1855513,1854926,1854070,1853139,1851972,1850352,1848443,1846145,1843479,1840425,1837009,1833285,1829222,1824748,1819919,1814809,1809491,1803845,1797963,1791808,1785426,1778820,1771923,1764789,1757315,1749620,1741709,1733569,1725228,1716784,1708198,1699489,1690655,1681814,1672902,1664064,1654915,1645807,1636776,1627813,1618930,1609980,1601111,1592362,1583510,1574732,1565951,1556991,1548249,1539381,1530597,1521687,1512757,1503740,1494623,1485513,1476365,1467103,1457712,1448076,1438265,1428498,1418738,1408956,1398862,1388755,1378522,1368097,1357654,1346864,1336032,1325224,1314296,1303378,1292319,1281099,1269827,1258484,1246956,1235153,1223300,1211531,1199902,1188313,1176682,1165039,1153274,1141338,1129270,54000
West Virginia,5,1856090,1856333,1856231,1856342,1856520,1856944,1857432,1858001,1859297,1861229,1863835,1867088,1870851,1875261,1880273,1885764,1891857,1898313,1905311,1912612,1920381,1928562,1937285,1946545,1956214,1966444,1976979,1987884,1999206,2010834,2022804,2035316,2048213,2061489,2075106,2089386,2104155,2119390,2134125,2149222,2164768,2180711,2197086,2213568,2230427,2247781,2265150,2282984,2301112,2319233,2338163,2357210,2376856,2396758,2417092,2437759,2458734,2480322,2502371,2524738,2547362,2569936,2592605,2615831,2639524,2663610,2687437,2711528,2735618,2759534,2783612,2807145,2830834,2854713,2878530,2902594,2926518,2950309,2974137,2997858,3021323,3044403,3067438,3090744,3114311,3138088,3161951,3186144,3210424,3234727,3259074,54000
Wisconsin,2,5684770,5715624,5744963,5773646,5801154,5828379,5854387,5878799,5903336,5927867,5952418,5976729,6000941,6024822,6048558,6071839,6094836,6117468,6139390,6160933,6181838,6202125,6221612,6240674,6258946,6276596,6293563,6309487,6324773,6339097,6352779,6365855,6378317,6390089,6401034,6412058,6422904,6433819,6442381,6450818,6459609,6467995,6476296,6484255,6492309,6499997,6507604,6515368,6523285,6531059,6539206,6546962,6555016,6563731,6572869,6582099,6591893,6602608,6613913,6625575,6638008,6648988,6659607,6671507,6684248,6697518,6709213,6721119,6732622,6742730,6752963,6761368,6769657,6777869,6785662,6793757,6800981,6808199,6815237,6822198,6828279,6833541,6838502,6843865,6849411,6855415,6861880,6868032,6873818,6878649,6882741,55000
Wisconsin,3,5684770,5715090,5743959,5771662,5797791,5823262,5847168,5868463,5888001,5905620,5921366,5935022,5947064,5957360,5966001,5972750,5977712,5981425,5983661,5984575,5983991,5981895,5978215,5973172,5966508,5958325,5948585,5937188,5924392,5910041,5894338,5877327,5859070,5839604,5818892,5797412,5775089,5752379,5728112,5703462,5678752,5653546,5628121,5602351,5576491,5550360,5524063,5497640,5471034,5444135,5417129,5389618,5361909,5334132,5306170,5277774,5249220,5220685,5191942,5162888,5133742,5103289,5072111,5041097,5010028,4978755,4946121,4913217,4879724,4845089,4810204,4774021,4737518,4700724,4663485,4626206,4588241,4550110,4511713,4473154,4433963,4394190,4354113,4314147,4274181,4234359,4194716,4154617,4114101,4072813,4030930,55000
Wisconsin,5,5684770,5716091,5745757,5775026,5803385,5831634,5858826,5885292,5913556,5943453,5975066,6008088,6042200,6077163,6113236,6150027,6187792,6226173,6264757,6303989,6343618,6383709,6424105,6465351,6507001,6549299,6592177,6634978,6678222,6721524,6765286,6809567,6854243,6899207,6944219,6990506,7037733,7085751,7131196,7177135,7224187,7271275,7318866,7366535,7414832,7463291,7512164,7561843,7612336,7663293,7715419,7767678,7821117,7876148,7932560,7989930,8048843,8109999,8172770,8236827,8302556,8367206,8432006,8499019,8567683,8637606,8706109,8775380,8844467,8912273,8980495,9046581,9112988,9179625,9246014,9313174,9379608,9446218,9512855,9579396,9645099,9709872,9774490,9839919,9905947,9972870,10040609,10109252,10178404,10247637,10317045,55000
Wyoming,2,565560,569165,572700,576164,579523,582891,586151,589279,592433,595574,598759,601961,605174,608379,611598,614848,618112,621403,624749,628116,631486,634837,638190,641548,644942,648346,651714,655058,658378,661666,664908,668124,671341,674533,677710,680880,684029,687230,690227,693305,696394,699428,702521,705570,708595,711708,714732,717793,720878,723937,727081,730148,733276,736504,739678,742922,746192,749563,752894,756212,759500,762664,765764,768929,772116,775270,778354,781414,784394,787325,790186,792863,795539,798189,800802,803404,805958,808515,811066,813603,816050,818406,820713,823081,825477,827861,830284,832662,834945,837131,839222,56000
Wyoming,3,565560,569125,572626,576020,579275,582504,585593,588429,591073,593487,595721,597749,599616,601297,602815,604184,605383,606494,607545,608513,609378,610130,610794,611369,611875,612290,612588,612786,612881,612865,612727,612478,612136,611688,611135,610488,609736,608954,608001,607047,606048,604970,603887,602742,601543,600363,599094,597799,596466,595068,593668,592168,590647,589120,587497,585847,584139,582421,580603,578704,576716,574584,572341,570065,567732,565311,562792,560200,557506,554741,551885,548878,545831,542732,539578,536382,533130,529853,526545,523206,519785,516286,512732,509197,505659,502085,498517,494888,491169,487361,483471,56000
Wyoming,5,565560,569199,572730,576197,579574,582983,586309,589632,593194,596958,600992,605283,609767,614418,619267,624325,629564,634968,640569,646321,652204,658197,664339,670630,677107,683746,690492,697322,704246,711265,718369,725583,732941,740413,747993,755709,763547,771519,779318,787272,795320,803385,811579,819793,828042,836419,844754,853170,861654,870163,878810,887443,896206,905138,914111,923224,932442,941857,951338,960894,970493,980039,989592,999279,1009054,1018876,1028668,1038495,1048280,1058040,1067785,1077359,1086970,1096594,1106211,1115874,1125508,1135149,1144805,1154435,1163999,1173477,1182931,1192455,1202026,1211634,1221299,1231029,1240773,1250526,1260279,56000
